1,2429,8,4.96,0
1,2430,9,5.91,0
1,2431,3,0.30,0
1,2432,84,9.98,0
1,2439,55,8.03,0
1,2442,2,4.61,0
1,2443,1,0.21,0
1,2444,10,7.03,0
1,2445,13,0.26,0
1,2686,4,0.04,0
1,2691,178,11.71,0
1,2693,4,2.12,0
1,2694,1,2.42,0
1,2801,2,4.10,0
1,2802,2,4.52,0
1,2803,3,4.61,0
1,4042,1,1.97,0
1,4065,1,0.54,0
1,4066,1,0.24,0
1,4067,1,0.43,0
1,4068,15,9.07,0
1,4069,6,8.20,0
1,4070,5,3.86,0
1,4075,3,1.74,0
1,4076,8,0.31,0
1,4077,1,0.45,0
1,4078,9,4.44,0
1,4079,53,0.95,0
1,4080,50,3.77,0
1,4091,2,1.03,0
1,4092,23,16.18,0
1,4101,9,4.77,0
1,4102,8,4.44,0
1,4103,32,4.14,0
1,4104,4,1.93,0
1,4105,101,3.04,0
1,4106,25,1.24,0
1,4109,46,2.51,0
1,4110,2,3.87,0
1,4111,15,25.54,0
1,4126,1,0.80,0
1,4127,26,0.72,0
1,4128,180,7.83,0
1,4129,55,3.26,0
1,4130,10,6.91,0
1,4133,92,7.38,0
1,4134,352,16.34,0
1,4135,1,0.60,0
1,4136,4,2.88,0
1,4137,22,2.70,0
1,4141,5,5.48,0
1,4143,11,2.66,0
1,4144,87,7.47,0
1,4145,2,0.50,0
1,4146,2,1.40,0
1,4147,4,2.03,0
1,4156,2,1.12,0
1,4161,2,0.74,0
1,4162,8,0.10,0
1,4166,119,3.56,0
1,4168,2,0.98,0
1,4181,2,0.60,0
1,4182,1,0.70,0
1,4186,3,1.32,0
1,4194,7,5.22,0
1,4195,17,1.10,0
1,4203,2,1.52,0
1,4216,20,1.21,0
1,4235,3,2.85,0
1,4239,11,1.43,0
1,4240,81,1.51,0
1,4247,1,0.38,0
1,4248,8,9.36,0
1,4249,3,4.33,0
1,4255,3,1.50,0
1,4256,6,3.06,0
1,4262,223,9.78,0
1,4267,162,5.91,0
1,4268,10,4.32,0
1,4271,198,10.78,0
1,4272,221,9.94,0
1,4273,107,7.27,0
1,4274,8,19.52,0
1,4275,5,0.86,0
1,4341,4,2.35,0
1,4342,139,3.77,0
1,4403,29,1.28,0
1,4411,10,6.16,0
1,4412,193,10.30,0
1,4413,37,2.98,0
1,4414,50,5.01,0
1,4415,3,1.62,0
1,4416,67,1.01,0
1,4417,15,0.34,0
1,4418,51,4.77,0
1,4419,1,0.29,0
1,4420,146,13.17,0
1,4421,2,1.99,0
1,4448,5,7.31,0
1,4449,4,4.54,0
1,4450,8,9.73,0
1,4461,12,3.26,0
1,4462,6,3.53,0
1,4463,99,4.75,0
1,4464,6,3.39,0
1,4465,2,2.59,0
1,4492,234,5.89,0
1,4496,1012,20.02,0
1,4497,28,1.91,0
1,4498,51,4.21,0
1,4499,14,7.21,0
1,4501,3,3.04,0
1,4511,37,6.18,0
1,4512,6,0.40,0
1,4516,43,2.95,0
1,4521,10,5.04,0
1,4531,333,17.26,0
1,4542,20,1.98,0
1,4543,15,11.10,0
1,4544,12,8.18,0
1,4545,2,1.09,0
1,4546,56,1.67,0
1,4548,3,1.48,0
1,4549,1,1.14,0
1,4553,5,2.47,0
1,4554,6,3.32,0
1,4555,6,3.27,0
1,4556,3,3.90,0
1,4559,2,1.03,0
1,4563,5,2.82,0
1,4564,1,0.59,0
1,4580,100,2.96,0
1,4591,1,0.97,0
1,4592,31,1.11,0
1,4593,3,2.26,0
1,4594,4,2.42,0
1,4601,180,6.78,0
1,4602,32,4.32,0
1,4642,5,3.09,0
1,4671,3,1.64,0
1,4672,2,0.85,0
1,4673,6,3.57,0
1,4674,2,0.74,0
1,4675,44,4.39,0
1,4686,16,1.49,0
1,4687,3,1.77,0
1,4688,11,1.08,0
1,4689,8,13.54,0
1,4690,257,14.59,0
1,B805,180,12.29,0
1,B806,382,3.21,0
1,B812,2,0.88,0
1,B813,4,1.73,0
1,B814,18,7.78,0
