1,0015,12,3.84,0
1,0016,18,2.29,0
1,0017,27,2.76,0
1,0019,15,2.00,0
1,0020,42,2.10,0
1,0021,1,0.91,0
1,0022,1,0.78,0
1,0024,3,2.57,0
1,0032,3,4.38,0
1,0033,2,3.97,0
1,0034,32,1.02,0
1,0035,680,14.85,0
1,0036,1,0.67,0
1,0037,2,1.26,0
1,0039,18,1.12,0
1,0040,2,2.65,0
1,0041,144,9.46,0
1,1016,69,3.88,0
1,1017,1,1.90,0
1,1018,1,8.15,0
1,1019,23,1.98,0
1,1134,218,9.13,0
1,1135,33,2.24,0
1,1136,7,0.54,0
1,1137,3,5.37,0
1,1138,25,1.44,0
1,1139,2,9.92,0
1,1140,25,1.66,0
1,1141,9,5.93,0
1,1142,4,0.20,0
1,1143,3,3.33,0
1,1144,2,0.14,0
1,1145,4,7.22,0
1,1146,1,1.84,0
1,1147,78,6.66,0
1,1402,1,1.66,0
1,1403,49,3.44,0
1,1652,1,0.12,0
1,1653,1,0.22,0
1,1801,16,19.77,0
1,1802,2,1.09,0
1,1803,55,80.72,0
1,1804,6,8.44,0
1,1805,4,6.41,0
1,1806,66,3.92,0
1,1807,5,4.78,0
1,1808,3,3.02,0
1,1811,4,2.48,0
1,1812,11,13.62,0
1,1813,63,5.15,0
1,1814,3,4.61,0
1,1815,3,0.15,0
1,1817,1,0.70,0
1,1818,174,5.85,0
1,1819,1,0.23,0
1,1820,2,4.20,0
1,1821,18,4.93,0
1,1822,4,0.16,0
1,1823,9,6.55,0
1,1824,1,1.18,0
1,1827,1,0.97,0
1,1851,4,6.69,0
1,1852,2,2.84,0
1,1853,17,40.51,0
1,1854,93,5.10,0
1,1855,22,1.37,0
1,1856,1,0.67,0
1,1857,1,6.24,0
1,1858,2,2.34,0
1,1859,40,3.27,0
1,1860,95,5.76,0
1,1861,30,0.67,0
1,1862,1,0.94,0
1,1864,12,0.75,0
1,1865,13,31.07,0
1,1866,2,2.14,0
1,1867,5,2.04,0
1,1868,84,6.37,0
1,1869,4,2.74,0
1,1870,3,0.75,0
1,7396,2,1.36,0
1,7397,4,9.36,0
1,7398,30,2.83,0
1,7399,26,3.27,0
1,7400,73,3.32,0
1,7401,5,10.29,0
1,7402,14,1.02,0
1,7403,1,0.44,0
1,7404,17,2.02,0
1,7405,10,0.27,0
1,7406,23,5.43,0
1,7407,10,2.12,0
1,7411,189,17.83,0
1,7413,60,6.90,0
1,7414,74,3.18,0
1,7461,1,1.34,0
