1,0001,2,1.20,0
1,0014,2,1.95,0
1,0015,4,4.30,0
1,0142,1,0.42,0
1,0143,5,5.72,0
1,0145,4,1.19,0
1,0146,9,2.34,0
1,0147,2,1.63,0
1,0148,22,4.13,0
1,0150,1,0.81,0
1,1001,13,15.69,0
1,1002,2,1.08,0
1,1003,1,1.45,0
1,1004,1,0.64,0
1,1006,203,10.16,0
1,1007,2,4.64,0
1,1081,2,0.13,0
1,1083,1,0.08,0
1,1084,2,0.49,0
1,1131,2,3.97,0
1,1132,77,5.15,0
1,1133,1,2.20,0
1,1134,1,1.30,0
1,1135,3,0.16,0
1,1137,1,0.07,0
1,1138,2,0.18,0
1,1151,4,2.33,0
1,1152,6,7.88,0
1,1153,4,1.30,0
1,1154,8,2.81,0
1,1155,3,2.35,0
1,1156,1,6.30,0
1,1157,3,2.53,0
1,1159,1,1.32,0
1,1401,37,1.00,0
1,1402,44,2.95,0
1,1403,1,0.04,0
1,1404,11,0.87,0
1,1405,25,1.84,0
1,1406,5,5.21,0
1,1407,285,15.18,0
1,1408,8,0.11,0
1,1409,3,5.80,0
1,1410,9,0.35,0
1,1411,5,8.63,0
1,1412,1,0.42,0
1,1413,18,1.68,0
1,1414,27,1.44,0
1,1415,4,4.45,0
1,1416,55,1.43,0
1,1417,8,24.64,0
1,1418,12,0.41,0
1,1421,133,5.73,0
1,1551,59,4.72,0
1,1552,42,2.41,0
1,1553,7,0.13,0
1,1556,17,8.21,0
1,1558,7,9.12,0
1,1559,4,6.09,0
1,1560,40,1.53,0
1,1561,2,2.48,0
1,1562,5,11.01,0
1,1563,8,0.81,0
1,1564,4,5.07,0
1,1565,3,0.64,0
1,1566,14,2.18,0
1,1567,8,1.17,0
1,1569,5,3.64,0
1,1570,3,7.34,0
1,1571,262,7.64,0
1,1572,2,2.34,0
1,1573,3,1.26,0
1,1574,1,0.68,0
1,1575,1,0.39,0
1,1576,1,1.26,0
1,1578,1,0.44,0
1,1851,3,5.59,0
1,1852,6,4.89,0
1,1853,39,2.43,0
1,1854,184,4.23,0
1,1855,4,0.63,0
1,1856,3,3.56,0
1,1857,1,1.00,0
1,1858,83,5.44,0
1,1859,359,23.11,0
1,1860,24,0.53,0
1,1863,1,0.92,0
1,1865,1,1.40,0
1,1866,398,35.92,0
1,1867,7,0.31,0
1,1868,40,11.41,0
1,1869,3,6.03,0
1,1870,2,1.84,0
1,1871,1,0.91,0
1,1876,1,0.96,0
1,1877,1,1.08,0
1,1878,1,4.47,0
1,1879,1,0.83,0
1,1880,8,0.63,0
1,1881,22,4.46,0
1,1884,41,5.42,0
1,1885,158,10.69,0
1,1886,1,1.39,0
1,1887,1,2.05,0
1,1888,22,0.53,0
1,1889,22,4.01,0
1,1891,3,0.74,0
1,1893,5,20.86,0
1,1894,4,0.11,0
1,1895,1,1.37,0
1,1900,1,0.87,0
1,1901,3,4.03,0
1,1902,4,5.48,0
1,1903,6,1.65,0
1,1904,5,10.16,0
1,1905,29,1.77,0
1,1910,2,0.66,0
1,1911,9,6.97,0
1,1912,1,0.65,0
1,1913,38,44.27,0
1,1914,1,1.37,0
1,1915,1,0.05,0
1,1918,2,2.52,0
1,1919,1,0.80,0
1,1920,11,13.74,0
1,3531,1,1.03,0
1,3532,1,0.02,0
1,3540,16,5.85,0
1,3541,1,0.12,0
1,3542,48,1.54,0
1,3551,3,0.90,0
1,3552,1,0.92,0
1,3553,5,12.36,0
1,3554,1,0.24,0
1,3555,40,3.39,0
1,3560,1,0.17,0
1,4801,116,8.93,0
1,4802,4,0.62,0
1,4803,2,1.03,0
1,4804,2,1.08,0
1,4805,165,28.14,0
1,4806,15,3.35,0
1,4808,2,3.36,0
1,4809,59,7.06,0
1,4811,7,0.75,0
1,4812,9,3.24,0
1,4813,3,0.62,0
