1,0001,19,1.37,0
1,0007,1,1.87,0
1,0008,2,2.02,0
1,0009,1,1.24,0
1,0010,1,1.39,0
1,0011,26,1.15,0
1,0012,40,3.12,0
1,0013,10,12.16,0
1,0014,24,1.67,0
1,0017,37,3.51,0
1,0018,161,12.18,0
1,0019,37,3.91,0
1,0020,32,7.99,0
1,0021,135,10.53,0
1,0048,1,0.50,0
1,1016,1,1.12,0
1,1017,22,1.26,0
1,1131,94,6.01,0
1,1132,8,10.40,0
1,1133,1,1.12,0
1,1134,2,3.25,0
1,1135,2,5.84,0
1,1136,13,10.84,0
1,1402,2,2.04,0
1,1403,5,6.87,0
1,1422,258,8.91,0
1,1651,1,2.52,0
1,1797,3,3.52,0
1,1801,2,5.33,0
1,1802,6,10.43,0
1,1803,1,0.64,0
1,1804,1,0.54,0
1,1805,1,1.08,0
1,1851,1,0.51,0
1,1852,4,0.16,0
1,1853,155,10.27,0
1,1855,10,0.33,0
1,1856,3,4.12,0
1,1891,4,8.06,0
1,1892,6,0.42,0
1,1895,4,0.59,0
1,1906,5,0.26,0
1,1909,1,0.13,0
1,7461,10,9.93,0
1,7462,2,1.89,0
1,7463,2,1.32,0
1,7464,1,0.32,0
1,7465,2,1.32,0
1,7466,6,0.32,0
1,7467,7,0.35,0
1,7468,1,0.38,0
1,7469,4,0.20,0
1,7470,1,0.65,0
1,7604,3,7.64,0
