1,7301,21,0.72,0
1,7303,1,0.92,0
1,7326,30,2.10,0
1,7327,50,4.48,0
1,7329,47,3.57,0
1,7342,136,1.29,0
1,7343,1,2.08,0
1,7352,1,1.11,0
1,7353,27,1.37,0
1,7354,28,1.04,0
1,7361,4,4.94,0
1,7362,42,0.86,0
1,7391,6,0.16,0
1,7392,1,0.67,0
1,7393,4,0.20,0
1,7441,5,5.91,0
1,7442,18,11.52,0
1,7443,5,5.81,0
1,7456,4,7.45,0
1,7457,205,10.29,0
1,7504,2,6.32,0
1,7505,2,4.85,0
1,7507,1,1.97,0
1,7526,2,2.19,0
1,7529,1,2.20,0
1,7530,2,1.23,0
1,7531,136,4.51,0
1,7534,5,9.93,0
1,7550,29,0.97,0
1,7561,1,0.27,0
1,7651,146,8.53,0
1,7653,50,2.48,0
1,7654,2,3.11,0
1,7656,2,7.17,0
1,7657,3,4.56,0
1,7860,35,1.21,0
1,7863,1,1.23,0
1,7864,1,1.42,0
1,7865,13,1.09,0
1,7866,1,1.50,0
1,7867,169,8.49,0
1,7868,34,2.35,0
1,7870,94,2.63,0
1,7871,3,0.27,0
1,7872,50,4.15,0
1,7874,19,0.81,0
1,7876,10,1.13,0
