1,9451,83,4.98,0
1,9452,20,1.21,0
1,9453,3,3.26,0
1,9454,5,8.11,0
1,9455,1,1.02,0
1,9456,24,1.35,0
1,9457,77,6.42,0
1,9458,5,8.96,0
1,9459,84,1.67,0
1,9460,101,4.63,0
1,9461,28,0.40,0
1,9462,1,0.58,0
1,9463,4,1.91,0
1,9464,6,0.20,0
1,9465,13,0.69,0
1,9466,250,3.32,0
1,9467,25,1.16,0
1,9468,1,1.22,0
1,9469,34,0.94,0
1,9470,5,1.64,0
1,9471,1,0.44,0
1,9472,10,0.25,0
1,9473,4,4.36,0
1,9474,9,0.37,0
1,9475,1,1.22,0
1,9477,2,0.02,0
1,9481,37,3.15,0
1,9482,15,0.58,0
1,9483,53,7.16,0
1,9484,133,6.61,0
1,9775,280,24.94,0
