1,0859,3,0.02,0
1,0912,5,7.48,0
1,1174,280,30.25,0
1,1181,2,5.35,0
1,2176,1,2.47,0
1,3315,485,10.32,0
1,3427,8,13.49,0
1,4706,46,3.30,0
1,4707,179,16.81,0
1,4708,2,9.33,0
1,4709,2,4.78,0
1,4710,14,23.67,0
1,4711,2,3.18,0
1,4712,60,4.80,0
1,4713,2,3.25,0
1,4714,7,7.97,0
1,4715,1,0.31,0
1,5231,7,9.63,0
1,5605,10,6.56,0
1,5624,1,1.64,0
1,5625,11,0.94,0
1,5626,12,21.53,0
1,5627,153,13.86,0
1,5628,50,2.64,0
1,6119,940,18.67,0
1,6128,24,0.88,0
1,6957,5,0.16,0
1,7043,1,0.68,0
1,7062,6,8.21,0
1,7064,18,0.35,0
1,7186,21,1.41,0
1,7350,55,4.17,0
1,7352,26,0.67,0
1,7476,87,4.00,0
1,7482,11,1.21,0
1,7526,69,6.75,0
1,7604,8,0.30,0
1,7608,6,5.39,0
1,7636,2,1.89,0
1,8267,5,0.24,0
